VALUE.OFFSET,VALUE.SPEED,VALUE.TRACKID,VALUE.TRACKPOS,VALUE.BATTERY,VALUE.LAP,VALUE.RANK,VALUE.USER
67.86798858642578,396,40,45,4061,1,0,0
-22.53999900817871,397,17,20,3943,0,0,0
67.86798858642578,392,40,46,4056,1,0,0
-22.53999900817871,374,40,15,3948,0,0,0
68,392,40,47,4056,1,1,0
-22.53999900817871,404,40,16,3936,0,0,0
68,392,18,1,4055,1,1,0
-23,397,40,17,3922,0,2,0
68,414,23,1,4054,1,1,0
68,407,23,0,3957,1,1,0
68,397,34,30,3966,1,1,0
68,402,34,31,3975,1,1,0
68,405,33,15,4023,2,1,0
68,383,18,1,4025,2,1,0
68,372,18,0,4021,2,1,0
68,375,17,1,4018,2,1,0
68,402,17,0,4018,2,1,0
68,386,40,45,4016,2,1,0
68,396,40,46,4016,2,1,0
68,400,40,47,4029,2,1,0
68,380,18,1,4026,2,1,0
68,395,18,0,4024,2,1,0
68,397,23,1,4023,2,1,0
68,416,23,0,4022,2,1,0
68,392,34,30,4035,2,1,0
68,399,34,31,4043,2,1,0
68,397,33,15,4037,3,1,0
-67.40798950195312,405,17,33,4060,3,1,0
-67.40798950195312,403,17,32,4017,3,1,0
-67.40798950195312,387,40,3,4016,3,1,0
-65.69200134277344,389,23,32,3893,0,0,0
-67.40798950195312,400,23,32,4059,0,0,0
-65.69200134277344,395,34,2,3880,0,0,0
-67.40798950195312,407,34,2,4039,0,0,0
-65.69200134277344,402,34,3,3879,0,0,0
-67.40798950195312,400,34,3,4037,0,0,0
-65.69200134277344,389,33,1,3878,1,0,0
-67.40798950195312,396,33,1,4037,1,0,0
-65.69200134277344,396,18,34,3877,1,0,0
-67.40798950195312,389,18,34,4033,1,0,0
-65.69200134277344,396,18,33,3876,1,0,0
-67.40798950195312,398,18,33,4030,1,0,0
-65.69200134277344,382,18,32,3873,1,0,0
-67.40798950195312,393,18,32,4028,1,0,0
-65.69200134277344,374,17,34,3871,1,0,0
-67.40798950195312,376,17,34,4024,1,0,0
-65.69200134277344,397,17,33,3871,1,0,0
-67.40798950195312,404,17,33,4023,1,0,0
-65.69200134277344,403,17,32,3871,1,0,0
-67.40798950195312,409,17,32,4027,1,0,0
-65.69200134277344,383,40,3,3870,1,0,0
-67.40798950195312,374,40,3,4023,1,0,0
-65.69200134277344,402,40,4,3867,1,0,0
-67.40798950195312,397,40,4,4104,1,0,0
-59,395,40,5,3885,1,1,0
-59,387,40,5,4083,1,2,0
-59,384,18,34,3879,1,1,0
-59,390,18,34,4067,1,2,0
-59,410,18,33,3872,1,1,0
-59,414,18,33,4049,1,2,0
-59,397,18,32,3871,1,1,0
-59,389,18,32,4043,1,2,0
-59,397,23,34,3898,1,1,0
-59,381,23,34,4037,1,2,0
-59,410,23,33,3891,1,1,0
-59,405,23,33,4038,1,2,0
-59,393,23,32,3887,1,1,0
-59,392,23,32,4035,1,2,0
-59,396,34,2,3891,1,1,0
-59,405,34,3,3883,1,1,0
-59,378,34,2,4030,1,2,0
-59,388,34,3,4025,1,2,0
-59,410,33,1,3880,2,1,0
-67.40000152587891,604,18,36,3873,2,1,0
-67.40000152587891,577,18,35,3862,2,1,0
-23.04800033569336,615,18,21,4045,1,2,0
-23.04800033569336,589,18,20,4022,1,2,0
-67.40000152587891,589,17,37,3868,2,1,0
-23.04800033569336,619,17,22,4020,1,2,0
-67.40000152587891,599,17,36,3880,2,1,0
-23.04800033569336,551,17,21,4018,1,2,0
-67.40000152587891,575,17,35,3875,2,1,0
-23.04800033569336,638,17,20,4018,1,2,0
-67.40000152587891,598,40,0,3873,2,1,0
-23.04800033569336,565,40,15,4015,1,2,0
-67.40000152587891,602,40,1,3977,2,1,0
-23.04800033569336,611,40,16,4015,1,2,0
-67.40000152587891,592,40,2,3956,2,1,0
-23.04800033569336,594,40,17,4013,1,2,0
-67.40000152587891,614,18,37,3943,2,1,0
-23.04800033569336,612,18,22,4014,1,2,0
-67.40000152587891,578,18,36,3923,2,1,0
-23.04800033569336,581,18,21,4119,1,2,0
-67.40000152587891,607,18,35,3910,2,1,0
-23.04800033569336,592,18,20,4116,1,2,0
-23.04800033569336,608,23,22,4103,1,2,0
-67.40000152587891,603,23,37,3902,2,1,0
-23.04800033569336,582,23,21,4084,1,2,0
-67.40000152587891,593,23,36,3892,2,1,0
-23.04800033569336,594,23,20,4071,1,2,0
-67.40000152587891,607,23,35,3886,2,1,0
-23.04800033569336,600,34,10,4063,1,2,0
-67.40000152587891,586,34,0,3880,2,1,0
-67.40000152587891,586,34,0,3875,2,1,0
null,null,null,null,4035,0,0,0
-23.04800033569336,361,33,5,4052,1,0,3
-67.40000152587891,359,33,0,3865,1,2,3
-23.04800033569336,384,18,22,4036,1,1,3
-67.40000152587891,377,18,37,3877,1,2,3
-23.04800033569336,410,18,21,4035,1,1,3
-67.40000152587891,396,18,36,3869,1,2,3
-23.04800033569336,394,18,20,4030,1,1,3
-67.40000152587891,388,18,35,3864,1,2,3
-23.04800033569336,382,17,22,4027,1,1,3
-67.40000152587891,365,17,37,3878,1,2,3
-23.04800033569336,412,17,21,4041,1,1,3
-67.40000152587891,405,17,36,3939,1,2,3
-23.04800033569336,392,17,20,4041,1,1,3
-67.40000152587891,392,17,35,3918,1,2,3
-23.04800033569336,383,40,15,4036,1,1,3
-67.40000152587891,381,40,0,3902,1,2,3
-23.04800033569336,407,40,16,4029,1,1,3
-67.40000152587891,388,40,1,3888,1,2,3
-23.04800033569336,399,40,17,4022,1,1,3
-67.40000152587891,386,40,2,3881,1,2,3
-23.04800033569336,402,18,22,4019,1,1,3
-67.40000152587891,390,18,37,3876,1,2,3
-23.04800033569336,396,18,21,4013,1,1,3
-67.40000152587891,408,18,36,3869,1,2,3
-23.04800033569336,384,18,20,4011,1,1,3
-67.40000152587891,386,18,35,3863,1,2,3
-23.04800033569336,410,23,22,4007,1,1,3
-23.04800033569336,410,23,21,4007,1,1,3
-67.40000152587891,395,23,37,3863,1,2,3
-23.04800033569336,384,23,20,4007,1,1,3
-67.40000152587891,402,23,36,3862,1,2,3
-23.04800033569336,389,34,10,4027,1,1,3
-67.40000152587891,393,23,35,3926,1,2,3
-23.04800033569336,391,34,11,4065,1,1,3
-67.40000152587891,381,34,0,3914,1,2,3
-23.04800033569336,392,33,5,4052,2,1,3
-67.40000152587891,390,34,1,3895,1,2,3
-23.04800033569336,376,18,22,4039,2,1,3
-67.40000152587891,390,33,0,3885,2,2,3
-23.04800033569336,395,18,21,4031,2,1,3
-67.40000152587891,380,18,37,3911,2,2,3
-23.04800033569336,389,18,20,4044,2,1,3
-67.40000152587891,398,18,36,3895,2,2,3
-23.04800033569336,377,17,22,4034,2,1,3
-67.40000152587891,383,18,35,3887,2,2,3
-23.04800033569336,418,17,21,4028,2,1,3
-23.04800033569336,394,17,20,4023,2,1,3
-67.40000152587891,373,17,37,3881,2,2,3
-67.40000152587891,396,17,36,3869,2,2,3
-23.04800033569336,384,40,15,4026,2,1,3
-67.40000152587891,392,17,35,3866,2,2,3
-23.04800033569336,406,40,16,4019,2,1,3
-23.04800033569336,380,40,17,4056,2,1,3
-67.40000152587891,379,40,0,3864,2,2,3
-23.04800033569336,398,18,22,4043,2,1,3
-67.40000152587891,400,40,1,3862,2,2,3
-23.04800033569336,401,18,21,4031,2,1,3
-67.40000152587891,392,40,2,3860,2,2,3
-23.04800033569336,383,18,20,4025,2,1,3
-67.40000152587891,392,18,37,3858,2,2,3
-23.04800033569336,406,23,22,4032,2,1,3
-67.40000152587891,402,18,36,3857,2,2,3
-23.04800033569336,410,23,21,4025,2,1,3
-67.40000152587891,396,18,35,3856,2,2,3
-23.04800033569336,377,23,20,4024,2,1,3
-67.40000152587891,391,23,37,3882,2,2,3
-23.04800033569336,378,34,10,4021,2,1,3
-67.40000152587891,410,23,36,3879,2,2,3
-23.04800033569336,382,34,11,4016,2,1,3
-67.40000152587891,386,23,35,3952,2,2,3
-23.04800033569336,392,33,5,4013,3,1,3
-67.40000152587891,395,34,0,3927,2,2,3
-23.04800033569336,384,18,22,4015,3,1,3
-67.40000152587891,397,34,1,3933,2,2,3
-23.04800033569336,405,18,21,4010,3,1,3
-23.04800033569336,391,18,20,4009,3,1,3
-67.40000152587891,397,33,0,3916,3,2,3
-23.04800033569336,384,17,22,4007,3,1,3
-67.40000152587891,382,18,37,3900,3,2,3
-23.04800033569336,411,17,21,4006,3,1,3
-67.40000152587891,401,18,36,3906,3,2,3
-23.04800033569336,395,17,20,4004,3,1,3
-67.40000152587891,377,18,35,3893,3,2,3
-23.04800033569336,380,40,15,4001,3,1,3
-67.40000152587891,367,17,37,3885,3,2,3
-23.04800033569336,407,40,16,4028,3,1,3
-67.40000152587891,395,17,36,3874,3,2,3
-23.04800033569336,398,40,17,4022,3,1,3
-67.40000152587891,378,17,35,3869,3,2,3
-23.04800033569336,410,18,22,4017,3,1,3
-67.40000152587891,394,40,0,3866,3,2,3
-23.04800033569336,397,18,21,4022,3,1,3
-67.40000152587891,394,40,1,3865,3,2,3
-23.04800033569336,382,18,20,4019,3,1,3
-67.40000152587891,395,40,2,3863,3,2,3
-23.04800033569336,402,23,22,4013,3,1,3
-23.04800033569336,405,23,21,4011,3,1,3
-67.40000152587891,402,18,37,3864,3,2,3
-23.04800033569336,389,23,20,4008,3,1,3
-67.40000152587891,404,18,36,3857,3,2,3
-23.04800033569336,388,34,10,4006,3,1,3
-67.40000152587891,383,18,35,3855,3,2,3
-23.04800033569336,391,34,11,4005,3,1,3
-67.40000152587891,400,23,37,3853,3,2,3
-23.04800033569336,388,33,5,4004,4,1,3
-67.40000152587891,400,23,36,3852,3,2,3
-23.04800033569336,377,18,22,4008,4,1,3
-67.40000152587891,388,23,35,3851,3,2,3
-23.04800033569336,401,18,21,4008,4,1,3
-67.40000152587891,381,34,0,3850,3,2,3
-23.04800033569336,390,18,20,4008,4,1,3
-67.40000152587891,398,34,1,3862,3,2,3
-23.04800033569336,377,17,22,4006,4,1,3
-67.40000152587891,401,33,0,3859,4,2,3
-23.04800033569336,410,17,21,4006,4,1,3
-67.40000152587891,387,18,37,3864,4,2,3
-23.04800033569336,403,17,20,4005,4,1,3
-23.04800033569336,382,40,15,4048,4,1,3
-67.40000152587891,389,18,35,3856,4,2,3
-67.40000152587891,390,18,36,3859,4,2,3
-23.04800033569336,404,40,16,4047,4,1,3
-67.40000152587891,403,17,36,3851,4,2,3
-23.04800033569336,414,18,22,4058,4,1,3
-23.04800033569336,396,40,17,4037,4,1,3
-67.40000152587891,393,17,35,3909,4,2,3
-23.04800033569336,402,18,21,4044,4,1,3
-23.04800033569336,392,18,20,4034,4,1,3
-67.40000152587891,394,40,0,3917,4,2,3
-23.04800033569336,421,23,22,4027,4,1,3
-67.40000152587891,394,40,1,3893,4,2,3
-23.04800033569336,403,23,21,4022,4,1,3
-67.40000152587891,398,40,2,3885,4,2,3
-23.04800033569336,393,23,20,4021,4,1,3
-67.40000152587891,393,18,37,3878,4,2,3
-23.04800033569336,380,34,10,4016,4,1,3
-23.04800033569336,391,34,11,4015,4,1,3
-67.40000152587891,396,18,35,3875,4,2,3
-67.40000152587891,409,18,36,3866,4,2,3
-23.04800033569336,388,33,5,4011,5,1,3
-67.40000152587891,387,23,37,3896,4,2,3
-23.04800033569336,374,18,22,4006,5,1,3
-67.40000152587891,400,23,36,3919,4,2,3
-23.04800033569336,397,18,21,4005,5,1,3
-67.40000152587891,400,23,35,3901,4,2,3
-23.04800033569336,390,18,20,4012,5,1,3
-23.04800033569336,384,17,22,4007,5,1,3
-67.40000152587891,383,34,0,3888,4,2,3
-23.04800033569336,411,17,21,4044,5,1,3
-67.40000152587891,390,34,1,3876,4,2,3
-23.04800033569336,397,17,20,4036,5,1,3
-67.40000152587891,382,33,0,3867,5,2,3
-23.04800033569336,375,40,15,4050,5,1,3
-67.40000152587891,381,18,37,3861,5,2,3
-23.04800033569336,398,40,16,4047,5,1,3
-67.40000152587891,399,18,36,3862,5,2,3
-23.04800033569336,413,40,17,4069,5,1,3
-67.40000152587891,396,18,35,3891,5,2,3
-23.04800033569336,410,18,22,4056,5,1,3
-67.40000152587891,377,17,37,3880,5,2,3
-67.40000152587891,408,17,36,3873,5,2,3
-23.04800033569336,388,18,20,4030,5,1,3
-23.04800033569336,393,18,21,4039,5,1,3
-67.40000152587891,392,17,35,3955,5,2,3
-23.04800033569336,417,23,22,4023,5,1,3
-23.04800033569336,407,23,21,4016,5,1,3
-67.40000152587891,395,40,0,3932,5,2,3
-23.04800033569336,388,23,20,4012,5,1,3
-67.40000152587891,407,40,1,3903,5,2,3
-67.40000152587891,395,40,2,3910,5,2,3
-23.04800033569336,380,34,10,4008,5,1,3
-23.04800033569336,390,34,11,4006,5,1,3
-67.40000152587891,399,18,37,3899,5,2,3
-23.04800033569336,402,18,22,3879,75,1,3
-23.04800033569336,404,18,21,3866,75,1,3
-23.04800033569336,375,18,20,3883,75,1,3
-23.04800033569336,395,23,22,3870,75,1,3
-23.04800033569336,402,23,21,3861,75,1,3
-23.04800033569336,391,23,20,3854,75,1,3
-23.04800033569336,384,34,10,3845,75,1,3
-23.04800033569336,403,34,11,3841,75,1,3
-23.04800033569336,395,33,5,3840,76,1,3
-23.04800033569336,374,18,22,3874,76,1,3
-23.04800033569336,406,18,21,3867,76,1,3
-23.04800033569336,395,18,20,3856,76,1,3
-23.04800033569336,373,17,22,3846,76,1,3
-23.04800033569336,402,17,21,3839,76,1,3
-23.04800033569336,392,17,20,3836,76,1,3
-23.04800033569336,387,40,15,3834,76,1,3
-23.04800033569336,397,40,16,3850,76,1,3
-23.04800033569336,391,40,17,3845,76,1,3
-23.04800033569336,389,18,22,3841,76,1,3
-23.04800033569336,409,18,21,3834,76,1,3
-23.04800033569336,382,18,20,3832,76,1,3
-23.04800033569336,393,23,22,3838,76,1,3
-23.04800033569336,400,23,21,3843,76,1,3
-23.04800033569336,394,23,20,3838,76,1,3
-23.04800033569336,388,34,10,3834,76,1,3
-23.04800033569336,407,34,11,3833,76,1,3
-23.04800033569336,393,33,5,3829,77,1,3
-23.04800033569336,375,18,22,3828,77,1,3
-23.04800033569336,401,18,21,3872,77,1,3
-23.04800033569336,384,18,20,3887,77,1,3
-23.04800033569336,379,17,22,3871,77,1,3
-23.04800033569336,407,17,21,3862,77,1,3
-23.04800033569336,388,17,20,3852,77,1,3
-23.04800033569336,374,40,15,3848,77,1,3
-23.04800033569336,407,40,16,3839,77,1,3
-23.04800033569336,396,40,17,3835,77,1,3
-23.04800033569336,399,18,22,3849,77,1,3
-23.04800033569336,403,18,21,3842,77,1,3
-23.04800033569336,376,18,20,3835,77,1,3
-23.04800033569336,401,23,22,3833,77,1,3
-23.04800033569336,406,23,21,3828,77,1,3
-23.04800033569336,392,23,20,3825,77,1,3
-23.04800033569336,398,34,10,3821,77,1,3
-23.04800033569336,409,34,11,3832,77,1,3
-23.04800033569336,408,33,5,3830,78,1,3
-23.04800033569336,379,18,22,3828,78,1,3
-23.04800033569336,408,18,21,3825,78,1,3
-23.04800033569336,390,18,20,3824,78,1,3
-23.04800033569336,377,17,22,3822,78,1,3
-23.04800033569336,402,17,21,3901,78,1,3
-23.04800033569336,395,17,20,3881,78,1,3
-23.04800033569336,379,40,15,3876,78,1,3
-23.04800033569336,406,40,16,3860,78,1,3
-23.04800033569336,395,40,17,3883,78,1,3
-23.04800033569336,394,18,22,3876,78,1,3
-23.04800033569336,408,18,21,3864,78,1,3
-23.04800033569336,373,18,20,3852,78,1,3
-23.04800033569336,402,23,22,3843,78,1,3
-23.04800033569336,411,23,21,3838,78,1,3
-23.04800033569336,389,23,20,3832,78,1,3
-23.04800033569336,382,34,10,3826,78,1,3
-23.04800033569336,400,34,11,3825,78,1,3
-23.04800033569336,393,33,5,3823,79,1,3
-23.04800033569336,374,18,22,3823,79,1,3
-23.04800033569336,410,18,21,3822,79,1,3
-23.04800033569336,387,18,20,3832,79,1,3
-23.04800033569336,374,17,22,3843,79,1,3
-23.04800033569336,420,17,21,3837,79,1,3
-23.04800033569336,397,17,20,3830,79,1,3
-23.04800033569336,384,40,15,3828,79,1,3
-23.04800033569336,389,40,16,3824,79,1,3
-23.04800033569336,391,40,17,3823,79,1,3
-23.04800033569336,391,18,22,3821,79,1,3
-23.04800033569336,409,18,21,3821,79,1,3
-23.04800033569336,374,18,20,3820,79,1,3
-23.04800033569336,403,23,22,3819,79,1,3
-23.04800033569336,410,23,21,3816,79,1,3
-23.04800033569336,391,23,20,3822,79,1,3
-23.04800033569336,392,34,10,3818,79,1,3
-23.04800033569336,402,34,11,3819,79,1,3
-23.04800033569336,398,33,5,3818,80,1,3
-23.04800033569336,377,18,22,3818,80,1,3
-23.04800033569336,414,18,21,3817,80,1,3
-23.04800033569336,388,18,20,3817,80,1,3
-23.04800033569336,387,17,22,3814,80,1,3
-23.04800033569336,414,17,21,3813,80,1,3
-23.04800033569336,404,17,20,3857,80,1,3
-23.04800033569336,370,40,15,3845,80,1,3
-23.04800033569336,398,40,16,3837,80,1,3
-23.04800033569336,410,40,17,3832,80,1,3
-23.04800033569336,416,18,21,3855,80,1,3
-23.04800033569336,392,18,22,3861,80,1,3
-23.04800033569336,368,18,20,3844,80,1,3
-23.04800033569336,384,23,22,3844,80,1,3
-23.04800033569336,408,23,21,3838,80,1,3
-23.04800033569336,396,23,20,3833,80,1,3
-23.04800033569336,389,34,10,3828,80,1,3
-23.04800033569336,397,34,11,3838,80,1,3
-23.04800033569336,396,33,5,3833,81,1,3
-23.04800033569336,372,18,22,3827,81,1,3
-23.04800033569336,414,18,21,3822,81,1,3
-23.04800033569336,385,18,20,3821,81,1,3
-23.04800033569336,374,17,22,3819,81,1,3
-23.04800033569336,415,17,21,3818,81,1,3
-23.04800033569336,396,17,20,3831,81,1,3
-23.04800033569336,376,40,15,3826,81,1,3
-23.04800033569336,399,40,16,3823,81,1,3
-23.04800033569336,392,40,17,3822,81,1,3
-23.04800033569336,397,18,22,3820,81,1,3
-23.04800033569336,415,18,21,3816,81,1,3
-23.04800033569336,383,18,20,3813,81,1,3
-23.04800033569336,403,23,22,3815,81,1,3
-23.04800033569336,407,23,21,3815,81,1,3
-23.04800033569336,390,23,20,3824,81,1,3
-23.04800033569336,385,34,10,3822,81,1,3
-23.04800033569336,405,34,11,3818,81,1,3
-23.04800033569336,389,33,5,3815,82,1,3
-23.04800033569336,371,18,22,3849,82,1,3
-23.04800033569336,409,18,21,3841,82,1,3
-23.04800033569336,393,18,20,3834,82,1,3
-23.04800033569336,386,17,22,3830,82,1,3
-23.04800033569336,421,17,21,3825,82,1,3
-23.04800033569336,398,17,20,3821,82,1,3
-23.04800033569336,375,40,15,3820,82,1,3
-23.04800033569336,393,40,16,3858,82,1,3
-23.04800033569336,407,40,17,3848,82,1,3
-23.04800033569336,401,18,22,3841,82,1,3
-23.04800033569336,414,18,21,3833,82,1,3
-23.04800033569336,383,18,20,3831,82,1,3
-23.04800033569336,399,23,22,3827,82,1,3
-23.04800033569336,408,23,21,3822,82,1,3
-23.04800033569336,395,23,20,3818,82,1,3
-23.04800033569336,385,34,10,3814,82,1,3
-23.04800033569336,395,34,11,3813,82,1,3
-23.04800033569336,401,33,5,3816,83,1,3
-23.04800033569336,375,18,22,3814,83,1,3
-23.04800033569336,417,18,21,3813,83,1,3
-23.04800033569336,390,18,20,3814,83,1,3
-23.04800033569336,366,17,22,3813,83,1,3
-23.04800033569336,411,17,21,3865,83,1,3
-23.04800033569336,411,17,20,3859,83,1,3
-23.04800033569336,382,40,15,3922,83,1,3
-23.04800033569336,397,40,16,3894,83,1,3
-23.04800033569336,396,40,17,3874,83,1,3
-23.04800033569336,400,18,22,3859,83,1,3
-23.04800033569336,409,18,21,3847,83,1,3
-23.04800033569336,382,18,20,3839,83,1,3
-23.04800033569336,400,23,22,3833,83,1,3
-23.04800033569336,417,23,21,3829,83,1,3
-23.04800033569336,390,23,20,3824,83,1,3
-23.04800033569336,393,34,10,3820,83,1,3
-23.04800033569336,399,34,11,3822,83,1,3
-23.04800033569336,402,33,5,3855,84,1,3
-23.04800033569336,381,18,22,3843,84,1,3
-23.04800033569336,416,18,21,3839,84,1,3
-23.04800033569336,390,18,20,3869,84,1,3
-23.04800033569336,383,17,22,3855,84,1,3
-23.04800033569336,407,17,21,3845,84,1,3
-23.04800033569336,407,17,20,3857,84,1,3
-23.04800033569336,385,40,15,3846,84,1,3
-23.04800033569336,397,40,16,3838,84,1,3
-23.04800033569336,391,40,17,3833,84,1,3
-23.04800033569336,390,18,22,3830,84,1,3
-23.04800033569336,409,18,21,3836,84,1,3
-23.04800033569336,372,18,20,3829,84,1,3
-23.04800033569336,402,23,22,3825,84,1,3
-23.04800033569336,416,23,21,3823,84,1,3
-23.04800033569336,394,23,20,3819,84,1,3
-23.04800033569336,373,34,10,3818,84,1,3
-23.04800033569336,392,34,11,3815,84,1,3
-23.04800033569336,394,33,5,3814,85,1,3
-23.04800033569336,369,18,22,3812,85,1,3
-23.04800033569336,405,18,21,3815,85,1,3
-23.04800033569336,397,18,20,3813,85,1,3
-23.04800033569336,374,17,22,3812,85,1,3
-23.04800033569336,419,17,21,3812,85,1,3
-23.04800033569336,397,17,20,3809,85,1,3
-23.04800033569336,381,40,15,3807,85,1,3
-23.04800033569336,396,40,16,3808,85,1,3
-23.04800033569336,397,40,17,3816,85,1,3
-23.04800033569336,392,18,22,3823,85,1,3
-23.04800033569336,407,18,21,3818,85,1,3
-23.04800033569336,379,18,20,3813,85,1,3
-23.04800033569336,394,23,22,3812,85,1,3
-23.04800033569336,410,23,21,3812,85,1,3
-23.04800033569336,388,23,20,3810,85,1,3
-23.04800033569336,383,34,10,3808,85,1,3
-23.04800033569336,404,34,11,3807,85,1,3
-23.04800033569336,403,33,5,3805,86,1,3
-23.04800033569336,368,18,22,3806,86,1,3
-23.04800033569336,412,18,21,3806,86,1,3
-23.04800033569336,393,18,20,3828,86,1,3
-23.04800033569336,369,17,22,3823,86,1,3
-23.04800033569336,407,17,21,3820,86,1,3
-23.04800033569336,401,17,20,3859,86,1,3
-23.04800033569336,377,40,15,3844,86,1,3
-23.04800033569336,399,40,16,3833,86,1,3
-23.04800033569336,397,40,17,3827,86,1,3
-23.04800033569336,402,18,22,3832,86,1,3
-23.04800033569336,411,18,21,3824,86,1,3
-23.04800033569336,373,18,20,3819,86,1,3
-23.04800033569336,396,23,22,3831,86,1,3
-23.04800033569336,415,23,21,3826,86,1,3
-23.04800033569336,388,23,20,3821,86,1,3
-23.04800033569336,386,34,10,3814,86,1,3
-23.04800033569336,395,34,11,3813,86,1,3
-23.04800033569336,396,33,5,3811,87,1,3
-23.04800033569336,378,18,22,3820,87,1,3
-23.04800033569336,415,18,21,3818,87,1,3
-23.04800033569336,392,18,20,3823,87,1,3
-23.04800033569336,376,17,22,3823,87,1,3
-23.04800033569336,418,17,21,3819,87,1,3
-23.04800033569336,412,17,20,3814,87,1,3
-23.04800033569336,387,40,15,3811,87,1,3
-23.04800033569336,403,40,16,3811,87,1,3
-23.04800033569336,400,40,17,3810,87,1,3
-23.04800033569336,401,18,22,3911,87,1,3
-23.04800033569336,410,18,21,3882,87,1,3
-23.04800033569336,379,18,20,3863,87,1,3
-23.04800033569336,399,23,22,3863,87,1,3
-23.04800033569336,412,23,21,3855,87,1,3
-23.04800033569336,386,23,20,3896,87,1,3
-23.04800033569336,378,34,10,3965,87,1,3
-23.04800033569336,397,34,11,3921,87,1,3
-23.04800033569336,395,33,5,3904,88,1,3
-23.04800033569336,372,18,22,3877,88,1,3
-23.04800033569336,409,18,21,3889,88,1,3
-23.04800033569336,390,18,20,3870,88,1,3
-23.04800033569336,380,17,22,3855,88,1,3
-23.04800033569336,414,17,21,3846,88,1,3
-23.04800033569336,387,17,20,3842,88,1,3
-23.04800033569336,376,40,15,3834,88,1,3
-23.04800033569336,407,40,16,3893,88,1,3
-23.04800033569336,402,40,17,3873,88,1,3
-23.04800033569336,404,18,22,3861,88,1,3
-23.04800033569336,414,18,21,3844,88,1,3
-23.04800033569336,382,18,20,3834,88,1,3
-23.04800033569336,399,23,22,3829,88,1,3
-23.04800033569336,409,23,21,3825,88,1,3
-23.04800033569336,392,23,20,3818,88,1,3
-23.04800033569336,380,34,10,3815,88,1,3
-23.04800033569336,397,34,11,3814,88,1,3
-23.04800033569336,395,33,5,3812,89,1,3
-23.04800033569336,371,18,22,3809,89,1,3
-23.04800033569336,411,18,21,3804,89,1,3
-23.04800033569336,396,18,20,3803,89,1,3
-23.04800033569336,371,17,22,3802,89,1,3
-23.04800033569336,415,17,21,3800,89,1,3
-23.04800033569336,400,17,20,3801,89,1,3
-23.04800033569336,382,40,15,3857,89,1,3
-23.04800033569336,407,40,16,3843,89,1,3
-23.04800033569336,402,40,17,3835,89,1,3
-23.04800033569336,415,18,22,3851,89,1,3
-23.04800033569336,408,18,21,3840,89,1,3
-23.04800033569336,381,18,20,3830,89,1,3
-23.04800033569336,404,23,22,3837,89,1,3
-23.04800033569336,417,23,21,3827,89,1,3
-23.04800033569336,389,23,20,3833,89,1,3
-23.04800033569336,380,34,10,3826,89,1,3
-23.04800033569336,398,34,11,3820,89,1,3
-23.04800033569336,392,33,5,3829,90,1,3
-23.04800033569336,371,18,22,3823,90,1,3
-23.04800033569336,410,18,21,3817,90,1,3
-23.04800033569336,394,18,20,3820,90,1,3
-23.04800033569336,381,17,22,3816,90,1,3
-23.04800033569336,419,17,21,3811,90,1,3
-23.04800033569336,398,17,20,3809,90,1,3
-23.04800033569336,381,40,15,3806,90,1,3
-23.04800033569336,403,40,16,3803,90,1,3
-23.04800033569336,399,40,17,3802,90,1,3
-23.04800033569336,405,18,22,3815,90,1,3
-23.04800033569336,407,18,21,3810,90,1,3
-23.04800033569336,384,18,20,3808,90,1,3
-23.04800033569336,408,23,22,3808,90,1,3
-23.04800033569336,411,23,21,3807,90,1,3
-23.04800033569336,382,23,20,3806,90,1,3
-23.04800033569336,389,34,10,3803,90,1,3
-23.04800033569336,391,34,11,3802,90,1,3
-23.04800033569336,397,33,5,3802,91,1,3
-23.04800033569336,380,18,22,3801,91,1,3
-23.04800033569336,414,18,21,3801,91,1,3
-23.04800033569336,390,18,20,3800,91,1,3
-23.04800033569336,376,17,22,3801,91,1,3
-23.04800033569336,417,17,21,3801,91,1,3
-23.04800033569336,396,17,20,3799,91,1,3
-23.04800033569336,381,40,15,3827,91,1,3
-23.04800033569336,404,40,16,3819,91,1,3
-23.04800033569336,403,40,17,3816,91,1,3
-23.04800033569336,403,18,22,3811,91,1,3
-23.04800033569336,404,18,21,3808,91,1,3
-23.04800033569336,382,18,20,3806,91,1,3
-23.04800033569336,407,23,22,3804,91,1,3
-23.04800033569336,403,23,21,3800,91,1,3
-23.04800033569336,384,23,20,3801,91,1,3
-23.04800033569336,383,34,10,3813,91,1,3
-23.04800033569336,397,34,11,3816,91,1,3
-23.04800033569336,392,33,5,3816,92,1,3
-23.04800033569336,373,18,22,3813,92,1,3
-23.04800033569336,410,18,21,3810,92,1,3
-23.04800033569336,396,18,20,3807,92,1,3
-23.04800033569336,384,17,22,3805,92,1,3
-23.04800033569336,422,17,21,3801,92,1,3
-23.04800033569336,402,17,20,3802,92,1,3
-23.04800033569336,385,40,15,3796,92,1,3
-23.04800033569336,399,40,16,3796,92,1,3
-23.04800033569336,401,40,17,3797,92,1,3
-23.04800033569336,401,18,22,3796,92,1,3
-23.04800033569336,403,18,21,3795,92,1,3
-23.04800033569336,383,18,20,3795,92,1,3
-23.04800033569336,403,23,22,3971,92,1,3
-23.04800033569336,411,23,21,3946,92,1,3
-23.04800033569336,395,23,20,3924,92,1,3
-23.04800033569336,386,34,10,3899,92,1,3
-23.04800033569336,389,34,11,3877,92,1,3
